 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
1/9/2013,Excellent company to work for| if you are a hard worker.,5,Current Employee - Supplier Quality Engineer,ProsCan move up pretty quick if you do a good job and have a good network going.,"ConsSometimes hard to get things done because it is a big company. Also have a lot of ""free riders"".",-1,,
18/9/2013,good place to work,3,Current Employee - Engineering Specialist,Prosnice working environment| nice colleges,Consreduced benefit| slow pay increase,0,,
17/9/2013,Experience in the Purchasing world leaves much to be desired.,3,Former Employee - Purchasing Manager,Pros> Global exposure> Negotiate from strength> Good package,"Cons> Inconsistent policies> ""Flavor of the month"" approach to business> Insecurity at work",0,,
14/9/2013,Solid company| new to HR management of technical skills,3,Current Employee - Analyst,ProsGood salary and benefits. Company has history of solid HR practices to allow employees to pursue a self-directed and structured career path.,"ConsOpportunities and new jobs| positions possible only after first year orientation and development period is complete.All technical resources were formerly outsourced| so company is new to having technical skills on-board. Thus| be wary when you sign on that you get the top possible level (numbered 5| 6| 7| 8) and corresponding salary. If you don't negotiate for top possible level| you may find yourself holding deep documented experience and training in a skill| for example| databases| and working at same role and level as someone who asks out loud in a technical meeting ""now| can you tell me| what is a database?"" People are being hired based on who they know| not what they know.",-1,,
16/9/2013,Corporation with paradigm shifts underway,3,Current Employee - Senior Project Engineer,ProsPeople are good and generally care about what they do. Most have passion the industry and want to deliver the best product for the consumer.,ConsManagement and HR practices are fair but limit highly proficient employees from excelling. Salary is far but could be better as workloads are high and global in scope.,0,,
10/9/2013,"still selling the new GM"" but haven't executed enough change internally""",2,Current Employee - Project Manager,ProsGreat opportunities to work with advanced| exciting new vehicles with emerging technologies.Fresh new products that have excellent styling| design and quality.Executive leadership has a strong focus on making GM a workplace of choice.,ConsNot enough accountability| still not holding employees and managers accountable for performance issues and too many team members just coasting.Not a progressive company| too much of a need to be at my desk to be getting my job done perception/first in last out culture.,-1,,
10/9/2013,Terrible,2,Former Employee - Manager,ProsGood people who try at lower levels,ConsWorst management in the world,0,,
28/9/2013,Poisonous environment,1,Former Employee - Production Supervisor,ProsGood learning experience in managing large teams as a production supervisor.,ConsVery poisonous environment to work in.Management doesn't care too much about production employee.,-1,,
23/8/2013,great,4,Current Employee - Anonymous Employee,Prosamazing company to work for,Consnothing in particular to expalin,0,,
18/8/2013,My impressions of the company,4,Current Employee - IT Manager,ProsGood culture and decent pay,ConsUncertainty about the future in the global market,-1,,
16/8/2013,Financiially rewarding with advancement opportunity| but has become very fast paced,4,Former Employee - Validation Engineer,ProsFinanciially rewarding with advancement opportunity,ConsVery fast paced and demands more than forty-hours a week to handle the work load,0,,
15/8/2013,20 years ago ....,5,Current Employee - Anonymous Employee,ProsHighly trained and well organized.... and asset to any large manufacturing company,ConsNot everyone on board ... gave there all| but the vast majority did and do,0,,
15/8/2013,Long term employee,4,Current Employee - Manager,ProsProfessional| well run| decent salary,ConsCompetitive - so advancement is slow,0,,
27/8/2013,GoodGooGGGagdasdfw,3,Current Employee - Anonymous Employee,ProsEnjoyed the technical roll I had. I was able to see different parts of the company as an intern with different events. If you have an interest in the automotive field I suggest trying for an internship. Take advantage of your opportunities and explore the company its huge!,ConsI was somewhat bored during my time there| I was a younger intern with little experience so this is somewhat expected.,0,,
26/8/2013,Positive most of my career,3,Current Employee - Anonymous Employee,ProsOn the right track for change,ConsCulture change moves too slow.,0,,
24/8/2013,Working,3,Former Employee - Anonymous Employee,ProsThis company is an good place to work. The work quite challenging and fun.,ConsThe pay is mostly average.,0,,
23/8/2013,Electrical Engineer,3,Current Employee - Engineer,ProsGreat learning opportunities| close to my home,ConsBenefits are scarse and the salaries are low compared to the market,0,,
5/8/2013,Great company,4,Current Employee - Software Development Engineer,ProsChallenging work and lots of interesting people to work with. Exciting product line for employees and public to get excited about.,ConsNeed more opportunity for advancement,-1,,
22/8/2013,A Dinosaur,2,Former Employee - Anonymous Employee,ProsEstablished reputation| funding| dedicated workforce,ConsCorporate culture of mediocrity| untrustworthy,0,,
